ID,Country,City,Phase,Line,Start year,End year,RR?,Length,TunnelPer,Tunnel,Elevated,Atgrade,Stations,Platform Length (Meters),Source1,Cost,Currency,Year,PPP rate,Real cost,Cost/km (Millions),Cheap?,Clength,Ctunnel,Anglo?,Source2,Reference
7552,IN,Hyderabad,,Airport express,2020,,0,31,8.00%,2.5,0,0,10,,Media,"46,500",INR,2020,0.047,2185.5,70.5,0,0,0,0,Media,https://www.thehindu.com/news/cities/Hyderabad/airport-metro-to-have-underground-section-connecting-to-passenger-terminal/article29317205.ece
7553,IN,Chennai,Phase 1,Phase 1,2009,2019,0,45.1,53.00%,24,0,0,34,,Trade,"200,000",INR,2014,0.054,10800,239.5,0,0,0,0,Media,https://www.business-standard.com/article/current-affairs/phase-ii-chennai-metro-project-to-cost-rs-36-000-cr-114022800932_1.html
7554,IN,Chennai,Phase 1,Phase 1 extension,2016,2020,0,9.1,26.00%,2.4,0,0,9,,Trade,"37,700",INR,2018,0.048,1809.6,198.9,0,0,0,0,Trade,https://themetrorailguy.com/chennai-metro-phase-1-extension-information-route-maps-tenders-updates/
7555,IN,Chennai,,Phase 2,2020,2026,0,118.9,36.00%,42.8,0,0,128,,Media,"691,800",INR,2023,0.047,32514.6,273.5,0,0,0,0,Media,https://www.businesstoday.in/sectors/infra/relief-for-commuters-in-chennai-metro-network-to-expand-phase-ii-work-begins/story/350907.html
7560,CH,Geneva,,CEVA,2013,2019,1,8.8,96.00%,8.4,0.14,0.212,4,,Measured,"1,567",CHF,2016,0.68,1065.56,121.1,1,8.8,8.4,0,Plan,https://www.ceva.ch/2017/05/11/financement-et-organisation/?b=https://www.ceva.ch/category/projet
7561,UA,Kyiv,,M3 to Vynohradar,2018,2022,0,3.7,100.00%,3.7,0,0,2,,Plan,"5,993",UAH,2020,0.121,725.153,196.0,0,0,0,0,Media,https://www.unian.info/kiev/10350087-kyiv-metro-signs-contract-for-subway-line-construction-to-kyiv-s-vynohradar-district.html
7562,UA,Kyiv,,M4,2021,2026,0,20,65.00%,13,0,0,13,,Trade,"2,000",USD,2023,3,6000,300.0,0,0,0,0,Trade,http://www.globalconstructionreview.com/news/china-railway-completes-feasibility-study-kiev-met/
7563,UA,Kharkiv,,M3 extension,2018,2024,0,3.5,100.00%,3.5,0,0,2,,Plan,382,EUR,2021,3.9,1489.8,425.7,0,0,0,0,Trade,https://www.railwaygazette.com/vehicles/crrc-wins-kharkiv-metro-train-contract/56702.article
7568,TW,Taipei,,Sanying Line,2016,2023,0,14.29,0.00%,0,0,0,12,,Plan,"50,200",TWD,2019,0.0664,3333.28,233.3,0,0,0,0,Plan,https://www.dorts.ntpc.gov.tw/home.jsp?id=90&act=be4f48068b2b0031&dataserno=09b73a18932ab2e245b25cd63399a208
7569,TW,Taipei,,Danhai LRT,2014,2024,0,14,0.00%,0,0,0,20,,Wiki,"15,300",TWD,2016,0.0664,1015.92,72.6,0,0,0,0,Media,https://focustaiwan.tw/society/202003240018
7570,TW,Taipei,,Circular Line first section,2011,2020,0,15.4,7.00%,1.1,0,0,14,,Measured,"69,970",TWD,2015,0.0664,4646.008,301.7,0,0,0,0,Media,https://www.taiwannews.com.tw/en/news/3861624
7571,TW,Taipei,,Airport MRT,2006,2017,0,51,21.00%,10.7,0,0,22,,Wiki,"113,850",TWD,2011,0.0664,7559.64,148.2,0,0,0,0,Media,https://www.straitstimes.com/asia/east-asia/taipei-airport-rail-line-ready-to-roll
7576,TW,Taipei,,Taoyuan MRT Green Line,2019,2026,0,27.8,45.00%,12.5,0,0,21,,Media,"98,264",TWD,2022,0.0664,6524.7296,234.7,0,0,0,0,Plan,https://dorts.tycg.gov.tw/en/business/mrt-green-line
7577,TW,Taipei,,Taoyuan MRT Brown Line,2019,,0,11.5,0.00%,0,0,0,8,,Plan,"19,558",TWD,2020,0.0664,1298.6512,112.9,0,0,0,0,Plan,https://dorts.tycg.gov.tw/en/business/mrt-brown-line
7578,TW,Taipei,,Taoyuan Underground,2019,2030,1,17.9,100.00%,17.9,0,0,8,,Wiki,"105,600",TWD,2024,0.0664,7011.84,391.7,0,0,0,0,Media,https://www.cna.com.tw/news/firstnews/201908150041.aspx
7579,TW,Kaohsiung,,Red and Orange Lines,2001,2008,0,43,74.00%,31.8,0,0,38,,Measured,"181,300",TWD,2004,0.0664,12038.32,280.0,0,0,0,0,Trade,https://www.railjournal.com/in_depth/taiwan-transit-in-transition
7584,TW,Kaohsiung,,Urban Railway Underground,2008,2018,1,15.4,100.00%,15.4,0,0,10,,Plan,"99,870",TWD,2013,0.0664,6631.368,430.6,0,0,0,0,Plan,https://www.rb.gov.tw/en/showpage.php?lmenuid=24&smenuid=154
7585,TW,Tainan,,Underground Project,2019,2024,1,8.2,100.00%,8.2,0,0,3,,Plan,"29,360",TWD,2021,0.0664,1949.504,237.7,0,0,0,0,Plan,https://www.rb.gov.tw/en/showpage.php?lmenuid=24&smenuid=159
7586,TW,Taichung,,Green Line,2010,2020,0,16.7,0.00%,0,0,0,18,,Plan,"59,337",TWD,2015,0.0664,3939.9768,235.9,0,0,0,0,Plan,https://www.rb.gov.tw/en/showpage.php?lmenuid=24&smenuid=75
7587,AU,Perth,,Forrestfield-Airport Link,2016,2021,1,8.5,100.00%,8.5,0,0,3,,Plan,"1,860",AUD,2018,0.69,1283.4,151.0,0,0,0,1,Plan,https://www.forrestfieldairportlink.wa.gov.au/Portals/14/Project%20Overview%20Fact%20Sheet%20-%20Dec18%20WEB.pdf
7592,JP,Tokyo,,Yurikamome,1988,1995,0,12,0.00%,0,0,0,12,,Trade,"170,200",JPY,1991,0.0054,919.08,76.6,0,0,0,0,Trade,http://www.ejrcf.or.jp/jrtr/jrtr30/pdf/s42_aok.pdf
7593,AR,Buenos Aires,,RER,2020,2026,1,20,100.00%,20,0,0,4,,Media,"2,300",USD,2023,2.02,4646,232.3,0,0,0,0,Media,https://tn.com.ar/economia/el-gobierno-relanzo-el-rer-el-proyecto-para-conectar-los-trenes-del-area-metropolitana_856411
7594,DE,Nuremberg,,U3 extension,2020,2025,0,0.6,100.00%,0.6,0,0,1,,Media,138,EUR,2022,1.3,178.75,297.9,0,0,0,0,Media,https://www.nordbayern.de/region/nuernberg/trotz-corona-in-nurnbergs-untergrund-gehen-die-arbeiten-weiter-1.10063402
7595,DE,Cologne,,North-South Stadtbahn,2003,2015,0,4,100.00%,4,0,0,6,,Wiki,"1,040",EUR,2009,1.3,1352,338.0,0,0,0,0,Plan,https://www.nord-sued-stadtbahn.de/projekt/gruende/hintergruende/index.html
7600,DE,Berlin,,U8 to Wittenau,1985,1994,0,3.6,100.00%,3.6,0,0,4,,Wiki,520,EUR,2020,1.3,676,187.8,0,0,0,0,Trade,https://signalarchiv.de/Meldungen/10003834
7601,DE,Berlin,,U2 to Pankow,1997,2000,0,0.8,100.00%,0.8,0,0,1,,Media,54,EUR,1998,1.3,70.2,87.8,0,0,0,0,Media,https://www.berliner-zeitung.de/endspurt-auf-der-baustelle-die-strecke-von-vinetastrasse-nach-bahnhof-pankow-wird-puenktlich-fertig-und-billiger-u-bahn-linie-2-ab-sonnabend-sind-die-pankower-am-zug-li.33430
7602,DE,Frankfurt,,U-Bahn Europaviertel,2019,2025,0,2.7,52.00%,1.4,0,0,4,,Measured,374,EUR,2022,1.3,485.55,179.8,0,0,0,0,Media,https://www.fnp.de/frankfurt/frankfurt-u-bahn-u5-verlaengerung-spaeter-teurer-wegen-eva-zr-13449222.html
7603,PE,Lima,,Line 2,2014,2025,0,35,100.00%,35,0,0,35,,Trade,"5,836",USD,2019,1.9,11088.4,316.8,0,0,0,0,Plan,https://projects.worldbank.org/en/projects-operations/project-detail/P145610
7608,MY,Kuala Lumpur,,Kajang Line,2012,2017,0,51,19.00%,9.5,0,0,31,,Wiki,"21,000",MYR,2014,0.7,14700,288.2,0,0,0,0,Media,https://www.nst.com.my/news/nation/2017/07/258054/sbk-mrt-proud-achievement-which-will-save-commuters-cost-time-pm
7609,MY,Kuala Lumpur,,Putrajaya Line (MRT 2),2016,2023,0,52.2,26.00%,13.5,0,0,41,,Wiki,"30,530",MYR,2019,0.7,21371,409.4,0,0,0,0,Media,https://www.thestar.com.my/business/business-news/2020/01/17/mrt-2-at-70-completion-guan-eng-says
7610,TR,Istanbul,,M2,1992,2014,0,23.5,91.49%,21.5,0,0,17,180,Plan,"2,510",USD,2003,2,5020,213.6,1,23.5,21.5,0,Plan,"https://rayhaberleri.wordpress.com/1998/10/22/proje-bilgisi-taksim-yenikapi-metro-hatti/, https://rayhaber.com/2009/02/proje-bilgisi-halic-metro-gecis-koprusu-insaati/, https://rayhaber.com/2004/10/proje-bilgisi-istanbul-metrosu-4-levent-ayazaga-kesimi-depo-sahasi-ve-baglanti-hatlari-insaat-isi/"
7611,TR,Istanbul,M3,M3 Phase 1,2006,2013,0,16.1,100.00%,15.9,0,0,11,180,Media,"1,344",USD,2010,1.6,2150.4,133.6,1,16.1,15.9,0,Media,https://www.sabah.com.tr/Gundem/2013/06/14/istanbula-yeni-metro
7616,TR,Istanbul,M4,M4 Phase 1,2005,2012,0,21.7,100.00%,21.7,0,0,16,180,Plan,"2,190",USD,2009,1.7,3723,171.6,1,21.7,21.7,0,Media,https://railturkey.org/2016/10/15/kadikoy-kartal-tavsantepe-metro-m4/2/
7617,TR,Istanbul,M4,M4 Phase 2,2013,2016,0,4.4,100.00%,4.4,0,0,3,180,Media,151,USD,2015,2.3,347.3,78.9,1,4.4,4.4,0,Media,https://railturkey.org/2016/10/15/kadikoy-kartal-tavsantepe-metro-m4/2/
7618,TR,Istanbul,,M5 Phase 1,2011,2018,0,19.7,100.00%,19.7,0,0,16,140,Plan,866,USD,2015,2.3,1991.8,101.1,1,19.7,19.7,0,Media,http://www.uskudarumraniyecekmekoymetrosu.com/ana-sayfa/projenin-tarihcesi.aspx
7619,TR,Istanbul,,BC1,2004,2013,1,13.6,100.00%,13.6,0,0,4,225,Plan,"1,823",USD,2009,1.7,3099.1,227.9,1,13.6,13.6,0,Plan,
7624,TR,Istanbul,,CR3,2011,2019,1,63,0.00%,0,0,0,36,225,Plan,"1,298",USD,2015,2.3,2985.4,47.4,1,63,0,0,Trade,https://www.railwaygazette.com/infrastructure/marmaray-upgrading-works-resume/43921.article
7625,TR,Istanbul,M7,M7 Phase1-2,2014,2024,0,23.75,96.21%,22.85,0,0,19,180,Plan,896,USD,2019,3,2688,113.2,1,23.75,22.85,0,Media,https://rayhaber.com/2015/05/kabatas-mecidiyekoy-mahmutbey-metro-hatti-projesi-elektromekanik-sistemler-temin-montaj-ve-isletmeye-alma-isleri-ihalesini-kazanan-alsim-alarko-ile-sozlesme-imzalandi/
7626,TR,Izmir,M1,M1 (Phase 1),1995,2000,0,11.6,29.31%,3.4,0,0,10,,Plan,600,USD,1998,2,1200,103.4,1,11.6,3.4,0,Media,https://www.hurriyet.com.tr/ege/metroluyuz-39155285
7627,TR,Izmir,M1,M1 (Phase 2),2005,2014,0,5.35,100.00%,5.35,0,0,6,,Plan,252,TRY,2010,1.1,277.2,51.8,1,5.35,5.35,0,Plan,https://www.uab.gov.tr/uploads/pages/kutuphane/d38e678334e19c8.pdf
7632,TR,Izmir,M1,M1 (Phase 3),2010,2012,0,2.25,100.00%,2.25,0,0,2,,Plan,106,TRY,2011,1,106,47.1,1,2.25,2.25,0,Plan,https://www.uab.gov.tr/uploads/pages/kutuphane/d38e678334e19c8.pdf
7633,TR,Ankara,,M4,2003,2017,0,9.22,100.00%,9.22,0,0,9,,Plan,"1,000",TRY,2010,1.1,1100,119.3,1,9.22,9.22,0,Media,https://www.cnnturk.com/turkiye/efsanevi-kecioren-metrosu-aciliyor
7634,TR,Bursa,,Bursaray,1997,2014,0,39,16.03%,6.25,0,0,38,,Media,425,EUR,2006,2.1,892.5,22.9,1,39,6.25,0,Media,"https://rayhaber.com/2011/04/en-hesapli-bursaray-ihalesi-kestel-etabinin-kilometre-maliyeti-universite-etabinin-ucte-biri/, https://rayhaberpozitif.wordpress.com/tag/hasim-iscan-caddesi/, https://www.haberler.com/bursaray-kestel-hattinin-temeli-atildi-insaat-1-5-2901776-haberi/"
7635,CN,Beijing,Line 8,Line 8 Phase 3 North,2019,2021,0,3.6,100.00%,3.6,0,0,3,,Media,,CNY,2019,0.2382,,,0,0,0,0,Media,https://www.bjsubway.com/news/ghjs/2013-12-30/1316.html
7640,CN,Beijing,,Line 4,2004,2009,0,28.2,95.17%,26.837,0,0,24,,Media,"15,300.00",CNY,2005,0.3517,5381.01,190.8,0,0,0,0,Media,http://zizhan.mot.gov.cn/zhuantizhuanlan/qita/quanqiuhuanjingjijin/zhishigongxiang/201601/P020160125565596507649.pdf
7641,CN,Beijing,,Line 1 Phase 1,1965,1969,0,23.6,100.00%,23.6,0,0,17,,Baidu,700.00,CNY,1965,,,,0,0,0,0,Media,https://baike.baidu.com/item/%E5%8C%97%E4%BA%AC%E5%9C%B0%E9%93%811%E5%8F%B7%E7%BA%BF/7646800?fromtitle=%E5%8C%97%E4%BA%AC%E5%9C%B0%E9%93%81%E4%B8%80%E5%8F%B7%E7%BA%BF&fromid=5427835&fr=aladdin
7642,CN,Beijing,Line 14,Line 14 West,2010,,0,12.4,59.68%,7.4,4.565,0.519,7,,Media,,CNY,2012,0.2808,,,0,0,0,0,Media,http://www.mtr.bj.cn/article/5d510c13ebb1a36f5ef598dd.html; https://baike.baidu.com/item/%E5%8C%97%E4%BA%AC%E5%9C%B0%E9%93%8114%E5%8F%B7%E7%BA%BF#reference-[2]-1443669-wrap
7643,CN,Beijing,Line 14,Line 14 East,2010,2015,0,31.4,100.00%,31.4,0,0,23,,Media,,CNY,2012,0.2808,,,0,0,0,0,Media,http://www.mtr.bj.cn/article/5d510c13ebb1a36f5ef598dd.html; https://baike.baidu.com/item/%E5%8C%97%E4%BA%AC%E5%9C%B0%E9%93%8114%E5%8F%B7%E7%BA%BF#reference-[2]-1443669-wrap
7648,CN,Beijing,Capital Airport Express,Capital Airport Express west extenion,2016,2020,0,1.83,100.00%,1.83,0,0,1,,Baidu,,CNY,2018,0.2379,,,0,0,0,0,Media,https://www.baidu.com/link?url=bQLDt5r-VYz3-_s57DWkzlESpjXa-C4_6zyPneCfN4JbS1s2h5otlI0FNK5ca4wWdMhoTQhigyH3nK7wh0-Po_&wd=&eqid=c1cc9eba00022a49000000065eb4523e
7649,CN,Beijing,Line 13,Line 13,1999,2003,0,40.85,0.00%,0,13.855,26.995,17,,Wikiland,"6,570.00",CNY,1999,0.3700,2430.90,59.5,0,0,0,0,Media,http://www.wikiwand.com/zh-sg/%E5%8C%97%E4%BA%AC%E5%9C%B0%E9%93%8113%E5%8F%B7%E7%BA%BF
7650,CN,Beijing,Line 8,Line 8 Phase 2 North,,2011,0,10.7,100.00%,10.7,0,0,6,,Media,,CNY,,,,,0,0,0,0,Media,https://zh.wikipedia.org/wiki/%E5%8C%97%E4%BA%AC%E5%9C%B0%E9%93%818%E5%8F%B7%E7%BA%BF#%E4%BA%8C%E6%9C%9F%E5%B7%A5%E7%A8%8B
7651,CN,Beijing,Line 8,Line 8 Phase 2 South,,2013,0,4.447,100.00%,4.447,0,0,6,,Wiki,,CNY,,,,,0,0,0,0,Media,https://zh.wikipedia.org/wiki/%E5%8C%97%E4%BA%AC%E5%9C%B0%E9%93%818%E5%8F%B7%E7%BA%BF
7656,CN,Shanghai,Line 1,Line 1 (Shanghai Railway Station to Jinjiang Park),1990,1995,0,16.1,,,#N/A,#N/A,13,,Wiki,"5,390.00",CNY,1995,,,,0,0,0,0,Media,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A1%E5%8F%B7%E7%BA%BF
7657,CN,Shanghai,Line 2,Line 2 Phase 1,1995,1999,0,16.3,100.00%,16.3,0,0,12,,Wiki,"12,400.00",CNY,1995,,,,0,0,0,0,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A2%E5%8F%B7%E7%BA%BF
7658,CN,Shanghai,Line 2,Line 2 Eastern Extension 1,1999,2000,0,2.72,31.99%,0.87,0.305,1.5718,1,,Wiki,314.77,CNY,1999,0.3700,116.46,42.8,0,0,0,0,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A2%E5%8F%B7%E7%BA%BF
7659,CN,Shanghai,Line 2,Line 2 Western Extension 1,2001,2006,0,6.155,100.00%,6.155,0,0,4,,Wiki,"3,488.42",CNY,2004,0.3545,1236.64,200.9,0,0,0,0,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A2%E5%8F%B7%E7%BA%BF
7664,CN,Shanghai,Line 2,Line 2 Eastern Extension 2,2006,2010,0,30.8,69.81%,21.5,8.565,0.983,10,,Measured,"11,032.00",CNY,2008,0.3143,3467.36,112.6,0,0,0,0,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A2%E5%8F%B7%E7%BA%BF
7665,CN,Shanghai,Line 2,Line 2 Western Extension 2,,2010,0,8.53,,,#N/A,#N/A,3,,Wiki,"2,500.00",CNY,2010,0.3004,751.00,88.0,0,0,0,0,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A2%E5%8F%B7%E7%BA%BF
7666,CN,Shanghai,Line 3,Line 3,1997,2000,0,24.975,0.00%,0,21.605,3.375,,,Wiki,"9,378.00",CNY,1998,0.3700,3469.86,138.9,0,0,0,0,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A3%E5%8F%B7%E7%BA%BF
7667,CN,Shanghai,Line 3,Line 3 Northern Extension,,2006,0,15.365,12.88%,1.979,13.395,0.1306,10,,Wiki,"3,500.00",CNY,2006,,,,0,0,0,0,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A3%E5%8F%B7%E7%BA%BF
7672,CN,Shanghai,,Line 4 Phase 1,,2005,0,22.032,94.33%,20.782,1.285,0.0368,9,,Wiki,"12,600.00",CNY,2005,0.3517,4431.42,201.1,0,0,0,0,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A4%E5%8F%B7%E7%BA%BF
7673,CN,Shanghai,Line 5,Line 5 Phase 1,2000,2002,0,17.206,0.00%,0,16.7,0.51,11,,Wiki,"3,437.00",CNY,2001,0.3683,1265.85,73.6,0,0,0,0,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A5%E5%8F%B7%E7%BA%BF
7674,CN,Shanghai,Line 5,Line 5 Southern Extension,2014,2018,0,19.628,39.47%,7.747,11.9743,0,9,,Wiki,"10,619.00",CNY,2016,0.2507,2662.18,135.6,0,0,0,0,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A5%E5%8F%B7%E7%BA%BF
7675,CN,Shanghai,Line 7,Line 7 Phase 1,2005,2009,0,34.388,100.00%,34.388,0,0,28,,Wiki,"18,700.00",CNY,2007,0.3323,6214.01,180.7,0,0,0,0,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A7%E5%8F%B7%E7%BA%BF
